,year,rank,song,singer,urls,top_predicted_genre,second_predicted_genre,display_genre
2030,2013,31,The Way,"Ariana Grande,Mac Miller,",https://www.youtube.com/watch?v=_sV0S8qWSy0,Experimental,Electronic,Electronic
2031,2013,32,Started from the Bottom,Drake,https://www.youtube.com/watch?v=RubBzkZzpUA,Electronic,Experimental,Electronic
2032,2013,33,Come & Get It,Selena Gomez,https://www.youtube.com/watch?v=KDXOzr0GoA4,Experimental,Electronic,Electronic
2033,2013,34,"Hold On, We're Going Home","Drake,Majid Jordan,",https://www.youtube.com/watch?v=GxgqpCdOKak,Experimental,Electronic,Electronic
2034,2013,35,Daylight,Maroon 5,https://www.youtube.com/watch?v=N17FXwRWEZs,Experimental,Electronic,Electronic
2035,2013,36,Feel This Moment,"Pitbull,Christina Aguilera,",https://www.youtube.com/watch?v=5jlI4uzZGjU,Experimental,Electronic,Electronic
2036,2013,37,Applause,Lady Gaga,https://www.youtube.com/watch?v=pco91kroVgQ,Experimental,Electronic,Electronic
2038,2013,39,Love Me,"Lil Wayne,Drake,Future,",https://www.youtube.com/watch?v=KY44zvhWhp4,Electronic,Pop,Electronic
2040,2013,41,Fuckin' Problems,"ASAP Rocky,Drake,2 Chainz,Kendrick Lamar,",https://www.youtube.com/watch?v=liZm1im2erU,Experimental,Electronic,Electronic
2041,2013,42,Beauty and a Beat,"Justin Bieber,Nicki Minaj,",https://www.youtube.com/watch?v=Ys7-6_t7OEQ,Experimental,Electronic,Electronic
2042,2013,43,Same Love,"Macklemore & Ryan Lewis,Mary Lambert,",https://www.youtube.com/watch?v=UPHG5n-DBBw,Experimental,Electronic,Electronic
2043,2013,44,Sweet Nothing,"Calvin Harris,Florence Welch,",https://www.youtube.com/watch?v=17ozSeGw-fY,Experimental,Electronic,Electronic
2044,2013,45,Summertime Sadness,"Lana Del Rey,Cédric Gervais,",https://www.youtube.com/watch?v=akhmS1D2Ce4,Experimental,Electronic,Electronic
2045,2013,46,Home,Phillip Phillips,https://www.youtube.com/watch?v=HoRkntoHkIE,Experimental,Electronic,Electronic
2047,2013,48,Power Trip,"J. Cole,Miguel,",https://www.youtube.com/watch?v=VMeirNg87AY,Experimental,Electronic,Electronic
2049,2013,50,Heart Attack,Demi Lovato,https://www.youtube.com/watch?v=AByfaYcOm4A,Experimental,Electronic,Electronic
2003,2013,4,Harlem Shake,Baauer,https://www.youtube.com/watch?v=qV0LHCHf-pE,Hip-Hop,Electronic,Hip-Hop
2001,2013,2,Blurred Lines,"Robin Thicke,T.I.,Pharrell Williams,",https://www.youtube.com/watch?v=yyDUC1LUXSU,Jazz,Electronic,Jazz
2013,2013,14,Get Lucky,"Daft Punk,Pharrell Williams,",https://www.youtube.com/watch?v=5NV6Rdv1a3I,Jazz,Electronic,Jazz
2016,2013,17,We Can't Stop,Miley Cyrus,https://www.youtube.com/watch?v=LrUvu1mlWco,Experimental,Jazz,Jazz
2026,2013,27,Diamonds,Rihanna,https://www.youtube.com/watch?v=lWA2pjMjpBs,Jazz,Pop,Jazz
2037,2013,38,One More Night,Maroon 5,https://www.youtube.com/watch?v=fwK7ggA3-bU,Experimental,Jazz,Jazz
2005,2013,6,Mirrors,Justin Timberlake,https://www.youtube.com/watch?v=uuZE_IRwLNI,Experimental,Pop,Pop
2006,2013,7,Just Give Me a Reason,"Pink,Nate Ruess,",https://www.youtube.com/watch?v=OpQFFLBMEPI,Experimental,Pop,Pop
2011,2013,12,Ho Hey,The Lumineers,https://www.youtube.com/watch?v=WunKieSz9YA,Pop,Experimental,Pop
2017,2013,18,Wrecking Ball,Miley Cyrus,https://www.youtube.com/watch?v=My2FRPA3Gf8,Experimental,Pop,Pop
2039,2013,40,My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy,https://www.youtube.com/watch?v=LkIWmsP3c_s,Experimental,Pop,Pop
2048,2013,49,Girl on Fire,"Alicia Keys,Nicki Minaj,",https://www.youtube.com/watch?v=J91ti_MpdHA,Experimental,Pop,Pop
2046,2013,47,It's Time,Imagine Dragons,https://www.youtube.com/watch?v=sENM2wA_FTg,Experimental,Rock,Rock
2050,2014,1,Happy,Pharrell Williams,https://www.youtube.com/watch?v=y6Sxv-sUYtM,Electronic,Experimental,Electronic
2051,2014,2,Dark Horse,"Katy Perry,Juicy J,",https://www.youtube.com/watch?v=0KSOMA3QBU0,Electronic,Experimental,Electronic
2052,2014,3,All of Me,John Legend,https://www.youtube.com/watch?v=450p7goxZqg,Experimental,Electronic,Electronic
2053,2014,4,Fancy,"Iggy Azalea,Charli XCX,",https://www.youtube.com/watch?v=O-zpOMYRi0w,Experimental,Electronic,Electronic
2054,2014,5,Counting Stars,OneRepublic,https://www.youtube.com/watch?v=hT_nvWreIhg,Experimental,Electronic,Electronic
2055,2014,6,Talk Dirty,"Jason Derulo,2 Chainz,",https://www.youtube.com/watch?v=RbtPXFlZlHg,Experimental,Electronic,Electronic
2056,2014,7,Rude,Magic!,https://www.youtube.com/watch?v=PIh2xe4jnpk,Experimental,Electronic,Electronic
2058,2014,9,Problem,"Ariana Grande,Iggy Azalea,",https://www.youtube.com/watch?v=iS1g8G_njx8,Electronic,Experimental,Electronic
2059,2014,10,Stay with Me,Sam Smith,https://www.youtube.com/watch?v=pB-5XG-DbAA,Experimental,Electronic,Electronic
2060,2014,11,Timber,"Pitbull,Kesha,",https://www.youtube.com/watch?v=a1zQ1xOjZnk,Experimental,Electronic,Electronic
2062,2014,13,Shake It Off,Taylor Swift,https://www.youtube.com/watch?v=nfWlot6h_JM,Experimental,Electronic,Electronic
2063,2014,14,Am I Wrong,Nico & Vinz,https://www.youtube.com/watch?v=bg1sT4ILG0w,Experimental,Electronic,Electronic
2064,2014,15,Turn Down for What,"DJ Snake,Lil Jon,",https://www.youtube.com/watch?v=HMUDVMiITOU,Electronic,Experimental,Electronic
2065,2014,16,The Monster,"Eminem,Rihanna,",https://www.youtube.com/watch?v=YVMXmaXd9FY,Experimental,Electronic,Electronic
2067,2014,18,Team,Lorde,https://www.youtube.com/watch?v=9W3sWiZ-iO8,Experimental,Electronic,Electronic
2068,2014,19,Let Her Go,Passenger,https://www.youtube.com/watch?v=DYiqFEFbzdY,Experimental,Electronic,Electronic
2069,2014,20,Royals,Lorde,https://www.youtube.com/watch?v=nlcIKh6sBtc,Experimental,Electronic,Electronic
2070,2014,21,Let It Go,Idina Menzel,https://www.youtube.com/watch?v=gbeSPgiVXGU,Experimental,Electronic,Electronic
2071,2014,22,Wake Me Up,Avicii,https://www.youtube.com/watch?v=EW-aNVZdSCE,Experimental,Electronic,Electronic
2072,2014,23,Demons,Imagine Dragons,https://www.youtube.com/watch?v=mWRsgZuwf_8,Experimental,Electronic,Electronic
2074,2014,25,Chandelier,Sia,https://www.youtube.com/watch?v=2vjPBrBU-TM,Electronic,Experimental,Electronic
2075,2014,26,Black Widow,"Iggy Azalea,Rita Ora,",https://www.youtube.com/watch?v=u3u22OYqFGo,Experimental,Electronic,Electronic
2076,2014,27,Bang Bang,"Jessie J,Ariana Grande,Nicki Minaj,",https://www.youtube.com/watch?v=jZyAB2KFDls,Experimental,Electronic,Electronic
2077,2014,28,Latch,"Disclosure,Sam Smith,",https://www.youtube.com/watch?v=93ASUImTedo,Experimental,Electronic,Electronic
2079,2014,30,Loyal,"Chris Brown,Lil Wayne,French Montana,Too Short,Tyga,",https://www.youtube.com/watch?v=JXRN_LkCa_o,Experimental,Electronic,Electronic
2080,2014,31,Best Day of My Life,American Authors,https://www.youtube.com/watch?v=Y66j_BUCBMY,Electronic,Experimental,Electronic
2082,2014,33,Summer,Calvin Harris,https://www.youtube.com/watch?v=ebXbLfLACGM,Experimental,Electronic,Electronic
2083,2014,34,Boom Clap,Charli XCX,https://www.youtube.com/watch?v=AOPMlIIg_38,Experimental,Electronic,Electronic
2084,2014,35,Drunk in Love,"Beyoncé,Jay-Z,",https://www.youtube.com/watch?v=p1JPKLa-Ofc,Experimental,Electronic,Electronic
2085,2014,36,Anaconda,Nicki Minaj,https://www.youtube.com/watch?v=LDZX4ooRsWs,Experimental,Electronic,Electronic
2088,2014,39,Burn,Ellie Goulding,https://www.youtube.com/watch?v=CGyEd0aKWZE,Electronic,Experimental,Electronic
2089,2014,40,Wiggle,"Jason Derulo,Snoop Dogg,",https://www.youtube.com/watch?v=hiP14ED28CA,Experimental,Electronic,Electronic
2090,2014,41,Rather Be,"Clean Bandit,Jess Glynne,",https://www.youtube.com/watch?v=m-M1AtrxztU,Electronic,Experimental,Electronic
2091,2014,42,Don't Tell 'Em,"Jeremih,YG,",https://www.youtube.com/watch?v=MqyCoAgiGnI,Electronic,Pop,Electronic
2092,2014,43,Show Me,"Kid Ink,Chris Brown,",https://www.youtube.com/watch?v=ty2FzIavjKs,Experimental,Electronic,Electronic
2094,2014,45,Not a Bad Thing,Justin Timberlake,https://www.youtube.com/watch?v=Y8ygKnBtKAk,Experimental,Electronic,Electronic
2095,2014,46,Roar,Katy Perry,https://www.youtube.com/watch?v=CevxZvSJLk8,Experimental,Electronic,Electronic
2096,2014,47,Ain't It Fun,Paramore,https://www.youtube.com/watch?v=EFEmTsfFL5A,Electronic,Experimental,Electronic
2098,2014,49,This Is How We Roll,"Florida Georgia Line,Luke Bryan,",https://www.youtube.com/watch?v=CbxuXq_981s,Experimental,Electronic,Electronic
2099,2014,50,Classic,MKTO,https://www.youtube.com/watch?v=ty2FzIavjKs,Experimental,Electronic,Electronic
2066,2014,17,Say Something,"A Great Big World,Christina Aguilera,",https://www.youtube.com/watch?v=-2U0Ivkn2Ds,Experimental,Folk,Folk
2073,2014,24,Story of My Life,One Direction,https://www.youtube.com/watch?v=W-TE_Ys4iwM,Experimental,Folk,Folk
2087,2014,38,Bailando,"Enrique Iglesias,Descemer Bueno,Gente de Zona,",https://www.youtube.com/watch?v=b8I-7Wk_Vbc,Hip-Hop,Experimental,Hip-Hop
2078,2014,29,Maps,Maroon 5,https://www.youtube.com/watch?v=NmugSMBh_iI,Jazz,Experimental,Jazz
2081,2014,32,Habits (Stay High),Tove Lo,https://www.youtube.com/watch?v=oh2LWWORoiM,Pop,Experimental,Pop
2086,2014,37,Break Free,"Ariana Grande,Zedd,",https://www.youtube.com/watch?v=L8eRzOYhLuw,Experimental,Pop,Pop
2093,2014,44,Wrecking Ball,Miley Cyrus,https://www.youtube.com/watch?v=My2FRPA3Gf8,Experimental,Pop,Pop
2097,2014,48,The Man,Aloe Blacc,https://www.youtube.com/watch?v=HGy9i8vvCxk,Experimental,Pop,Pop
2057,2014,8,All About That Bass,Meghan Trainor,https://www.youtube.com/watch?v=7PCkvCPvDXk,Experimental,Rock,Rock
2061,2014,12,Pompeii,Bastille,https://www.youtube.com/watch?v=TlaiwiviUiY,Experimental,Rock,Rock
2101,2015,2,Thinking Out Loud,Ed Sheeran,https://www.youtube.com/watch?v=lp-EO5I60KA,Experimental,Classical,Classical
2108,2015,9,Earned It,The Weeknd,https://www.youtube.com/watch?v=waU75jdUnYw,Classical,Experimental,Classical
2113,2015,14,Take Me to Church,Hozier,https://www.youtube.com/watch?v=lhxJNppEnOE,Experimental,Classical,Classical
2100,2015,1,Uptown Funk,"Mark Ronson,Bruno Mars,",https://www.youtube.com/watch?v=OPf0YbXqDm0,Experimental,Electronic,Electronic
2102,2015,3,See You Again,"Wiz Khalifa,Charlie Puth,",https://www.youtube.com/watch?v=RgKAFK5djSk,Experimental,Electronic,Electronic
2103,2015,4,Trap Queen,Fetty Wap,https://www.youtube.com/watch?v=i_kF4zLNKio,Electronic,Experimental,Electronic
2104,2015,5,Sugar,Maroon 5,https://www.youtube.com/watch?v=bvC_0foemLY,Electronic,Experimental,Electronic
2107,2015,8,Watch Me,Silentó,https://www.youtube.com/watch?v=vjW8wmF5VWc,Electronic,Experimental,Electronic
2109,2015,10,The Hills,The Weeknd,https://www.youtube.com/watch?v=yzTuBuRdAyA,Experimental,Electronic,Electronic
2110,2015,11,Cheerleader,"Felix Jaehn,OMI,",https://www.youtube.com/watch?v=jGflUbPQfW8,Experimental,Electronic,Electronic
2111,2015,12,Can't Feel My Face,The Weeknd,https://www.youtube.com/watch?v=KEI4qSrkPAs,Experimental,Electronic,Electronic
2114,2015,15,Bad Blood,"Taylor Swift,Kendrick Lamar,",https://www.youtube.com/watch?v=QcIy9NiNbmo,Experimental,Electronic,Electronic
2115,2015,16,Lean On,"Major Lazer,DJ Snake,MØ,",https://www.youtube.com/watch?v=YqeW9_5kURI,Electronic,Experimental,Electronic
2116,2015,17,Want to Want Me,Jason Derulo,https://www.youtube.com/watch?v=rClUOdS5Zyw,Electronic,Experimental,Electronic
2117,2015,18,Shake It Off,Taylor Swift,https://www.youtube.com/watch?v=nfWlot6h_JM,Experimental,Electronic,Electronic
2118,2015,19,Where Are Ü Now,"Skrillex,Diplo,Jack Ü,Justin Bieber,",https://www.youtube.com/watch?v=nntGTK2Fhb0,Experimental,Electronic,Electronic
2119,2015,20,Fight Song,Rachel Platten,https://www.youtube.com/watch?v=xo1VInw-SKc,Experimental,Electronic,Electronic
2120,2015,21,679,Fetty Wap,https://www.youtube.com/watch?v=Pzz4Z-O7710,Experimental,Electronic,Electronic
2121,2015,22,Lips Are Movin,Meghan Trainor,https://www.youtube.com/watch?v=qDc_5zpBj7s,Experimental,Electronic,Electronic
2122,2015,23,Worth It,"Fifth Harmony,Kid Ink,",https://www.youtube.com/watch?v=YBHQbu5rbdQ,Experimental,Electronic,Electronic
2129,2015,30,Hotline Bling,Drake,https://www.youtube.com/watch?v=uxpDa-c-4Mc,Experimental,Electronic,Electronic
2130,2015,31,Hey Mama,"David Guetta,Nicki Minaj,Bebe Rexha,Afrojack,",https://www.youtube.com/watch?v=uO59tfQ2TbA,Experimental,Electronic,Electronic
2131,2015,32,G.D.F.R.,"Flo Rida,Sage the Gemini,Lookas,",https://www.youtube.com/watch?v=F8Cg572dafQ,Experimental,Electronic,Electronic
2132,2015,33,What Do You Mean?,Justin Bieber,https://www.youtube.com/watch?v=DK_0jXPuIr0,Electronic,Experimental,Electronic
2134,2015,35,Hello,Adele,https://www.youtube.com/watch?v=YQHsXMglC9A,Experimental,Electronic,Electronic
2135,2015,36,Stitches,Shawn Mendes,https://www.youtube.com/watch?v=VbfpW0pbvaU,Experimental,Electronic,Electronic
2136,2015,37,Talking Body,Tove Lo,https://www.youtube.com/watch?v=AzRyxGBGiAE,Experimental,Electronic,Electronic
2137,2015,38,Jealous,Nick Jonas,https://www.youtube.com/watch?v=yw04QD1LaB0,Experimental,Electronic,Electronic
2138,2015,39,Time of Our Lives,"Pitbull,Ne-Yo,",https://www.youtube.com/watch?v=bTXJQ5ql5Fw,Electronic,Experimental,Electronic
2139,2015,40,Locked Away,"R. City,Adam Levine,",https://www.youtube.com/watch?v=6GUm5g8SG4o,Experimental,Electronic,Electronic
2140,2015,41,Somebody,"Natalie La Rose,Jeremih,",https://www.youtube.com/watch?v=8zqdo_Umd5c,Electronic,Pop,Electronic
2142,2015,43,Centuries,Fall Out Boy,https://www.youtube.com/watch?v=LBr7kECsjcQ,Experimental,Electronic,Electronic
2143,2015,44,My Way,Fetty Wap,https://www.youtube.com/watch?v=YS-5oD2Y4Wk,Experimental,Electronic,Electronic
2145,2015,46,Animals,Maroon 5,https://www.youtube.com/watch?v=gCYcHz2k5x0,Experimental,Electronic,Electronic
2146,2015,47,I Don't Fuck with You,"Big Sean,E-40,",https://www.youtube.com/watch?v=cZaJYDPY-YQ,Experimental,Electronic,Electronic
2147,2015,48,Bitch Better Have My Money,Rihanna,https://www.youtube.com/watch?v=ORmV7SSxYFg,Experimental,Electronic,Electronic
2148,2015,49,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,https://www.youtube.com/watch?v=bWMw4vE3J8s,Experimental,Electronic,Electronic
2149,2015,50,Nasty Freestyle,T-Wayne,https://www.youtube.com/watch?v=hGKK8eGQQEk,Electronic,Experimental,Electronic
2133,2015,34,Photograph,Ed Sheeran,https://www.youtube.com/watch?v=nSDgHBxUbVQ,Experimental,Folk,Folk
2141,2015,42,FourFiveSeconds,"Rihanna,Kanye West,Paul McCartney,",https://www.youtube.com/watch?v=kt0g4dWxEBo,Folk,Pop,Folk
2127,2015,28,All About That Bass,Meghan Trainor,https://www.youtube.com/watch?v=aLnZ1NQm2uk,Experimental,Instrumental,Instrumental
2106,2015,7,Blank Space,Taylor Swift,https://www.youtube.com/watch?v=e-ORhEE9VVg,Jazz,Pop,Jazz
2123,2015,24,Post to Be,"Omarion,Chris Brown,Jhené Aiko,",https://www.youtube.com/watch?v=aPxVSCfoYnU,Experimental,Jazz,Jazz
2124,2015,25,"Honey, I'm Good.",Andy Grammer,https://www.youtube.com/watch?v=Go7gn6dugu0,Jazz,Experimental,Jazz
2125,2015,26,I'm Not the Only One,Sam Smith,https://www.youtube.com/watch?v=nCkpzqqog4k,Experimental,Jazz,Jazz
2112,2015,13,Love Me Like You Do,Ellie Goulding,https://www.youtube.com/watch?v=AJtDXIazrMo,Experimental,Pop,Pop
2126,2015,27,Good for You,"Selena Gomez,ASAP Rocky,",https://www.youtube.com/watch?v=1TsVjvEkc4s,Pop,Electronic,Pop
2128,2015,29,Style,Taylor Swift,https://www.youtube.com/watch?v=-CmadmM5cOk,Pop,Instrumental,Pop
2105,2015,6,Shut Up and Dance,Walk the Moon,https://www.youtube.com/watch?v=6JCLY0Rlx6Q,Rock,Experimental,Rock
2144,2015,45,Take Your Time,Sam Hunt,https://www.youtube.com/watch?v=iXi6IHFHeIA,Experimental,Rock,Rock
2191,2016,42,Like I'm Gonna Lose You,"Meghan Trainor,John Legend,",https://www.youtube.com/watch?v=Dqut0vJhPIw,Experimental,Classical,Classical
2151,2016,2,Sorry,Justin Bieber,https://www.youtube.com/watch?v=fRh_vgS2dFE,Electronic,Experimental,Electronic
2152,2016,3,One Dance,"Drake,Wizkid,Kyla,",https://www.youtube.com/watch?v=iAbnEUA0wpA,Electronic,Hip-Hop,Electronic
2155,2016,6,Panda,Desiigner,https://www.youtube.com/watch?v=E5ONTXHS2mM,Electronic,Experimental,Electronic
2156,2016,7,Hello,Adele,https://www.youtube.com/watch?v=YQHsXMglC9A,Experimental,Electronic,Electronic
2157,2016,8,Don't Let Me Down,"The Chainsmokers,Daya,",https://www.youtube.com/watch?v=Io0fBr1XBUA,Experimental,Electronic,Electronic
2158,2016,9,Can't Stop the Feeling!,Justin Timberlake,https://www.youtube.com/watch?v=ru0K8uYEZWw,Experimental,Electronic,Electronic
2159,2016,10,Closer,"The Chainsmokers,Halsey,",https://www.youtube.com/watch?v=agFMqNB9BYM,Experimental,Electronic,Electronic
2160,2016,11,Cheap Thrills,"Sia,Sean Paul,",https://www.youtube.com/watch?v=31crA53Dgu0,Electronic,Experimental,Electronic
2161,2016,12,7 Years,Lukas Graham,https://www.youtube.com/watch?v=LHCob76kigA,Experimental,Electronic,Electronic
2162,2016,13,Needed Me,Rihanna,https://www.youtube.com/watch?v=wfN4PVaOU5Q,Electronic,Experimental,Electronic
2163,2016,14,My House,Flo Rida,https://www.youtube.com/watch?v=uo35R9zQsAI,Experimental,Electronic,Electronic
2164,2016,15,I Took a Pill in Ibiza,Mike Posner,https://www.youtube.com/watch?v=foE1mO2yM04,Experimental,Electronic,Electronic
2165,2016,16,Work from Home,"Fifth Harmony,Ty Dolla Sign,",https://www.youtube.com/watch?v=5GL9JoH4Sws,Experimental,Electronic,Electronic
2166,2016,17,This Is What You Came For,"Calvin Harris,Rihanna,",https://www.youtube.com/watch?v=kOkQ4T5WO9E,Electronic,Experimental,Electronic
2167,2016,18,Cake by the Ocean,DNCE,https://www.youtube.com/watch?v=vWaRiD5ym74,Experimental,Electronic,Electronic
2168,2016,19,"Me, Myself & I","G-Eazy,Bebe Rexha,",https://www.youtube.com/watch?v=bSfpSOBD30U,Experimental,Electronic,Electronic
2169,2016,20,Ride,Twenty One Pilots,https://www.youtube.com/watch?v=Pw-0pbY9JeU,Experimental,Electronic,Electronic
2171,2016,22,Pillowtalk,Zayn,https://www.youtube.com/watch?v=C_3d6GntKbk,Experimental,Electronic,Electronic
2172,2016,23,Stitches,Shawn Mendes,https://www.youtube.com/watch?v=VbfpW0pbvaU,Experimental,Electronic,Electronic
2173,2016,24,Hotline Bling,Drake,https://www.youtube.com/watch?v=uxpDa-c-4Mc,Experimental,Electronic,Electronic
2174,2016,25,Cold Water,"Major Lazer,Justin Bieber,MØ,",https://www.youtube.com/watch?v=a59gmGkq_pw,Experimental,Electronic,Electronic
2176,2016,27,Roses,"The Chainsmokers,Rozes,",https://www.youtube.com/watch?v=XHA-QM-q-3E,Experimental,Electronic,Electronic
2177,2016,28,Treat You Better,Shawn Mendes,https://www.youtube.com/watch?v=lY2yjAdbvdQ,Experimental,Electronic,Electronic
2178,2016,29,Too Good,"Drake,Rihanna,",https://www.youtube.com/watch?v=1lbKUiZv1fI,Electronic,Experimental,Electronic
2179,2016,30,Low Life,"Future,The Weeknd,",https://www.youtube.com/watch?v=K_9tX4eHztY,Experimental,Electronic,Electronic
2180,2016,31,What Do You Mean?,Justin Bieber,https://www.youtube.com/watch?v=DK_0jXPuIr0,Electronic,Experimental,Electronic
2181,2016,32,The Hills,The Weeknd,https://www.youtube.com/watch?v=rZHLmOVQ6RA,Experimental,Electronic,Electronic
2182,2016,33,Just Like Fire,P!nk,https://www.youtube.com/watch?v=5Nrv5teMc9Y,Experimental,Electronic,Electronic
2183,2016,34,Broccoli,"DRAM,Lil Yachty,",https://www.youtube.com/watch?v=K44j-sb1SRY,Experimental,Electronic,Electronic
2185,2016,36,Dangerous Woman,Ariana Grande,https://www.youtube.com/watch?v=9WbCfHutDSE,Electronic,Experimental,Electronic
2186,2016,37,Jumpman,"Drake,Future,",https://www.youtube.com/watch?v=eIaR1IsAGwY,Experimental,Electronic,Electronic
2187,2016,38,"I Hate U, I Love U","Gnash,Olivia O'Brien,",https://www.youtube.com/watch?v=BiQIc7fG9pA,Experimental,Electronic,Electronic
2188,2016,39,Here,Alessia Cara,https://www.youtube.com/watch?v=f_SNAwJdgyQ,Experimental,Electronic,Electronic
2189,2016,40,Same Old Love,Selena Gomez,https://www.youtube.com/watch?v=nYrwxr9JyH8,Experimental,Electronic,Electronic
2190,2016,41,Controlla,Drake,https://www.youtube.com/watch?v=PsW85VbSau0,Electronic,Experimental,Electronic
2194,2016,45,No,Meghan Trainor,https://www.youtube.com/watch?v=cMTAUr3Nm6I,Electronic,Experimental,Electronic
2195,2016,46,Never Forget You,"Zara Larsson,MNEK,",https://www.youtube.com/watch?v=GTyN-DB_v5M,Electronic,Experimental,Electronic
2197,2016,48,Don't Mind,Kent Jones,https://www.youtube.com/watch?v=EnRPI8vfF1Q,Electronic,Hip-Hop,Electronic
2198,2016,49,H.O.L.Y.,Florida Georgia Line,https://www.youtube.com/watch?v=zXDAYlhdkyg,Experimental,Electronic,Electronic
2199,2016,50,We Don't Talk Anymore,"Charlie Puth,Selena Gomez,",https://www.youtube.com/watch?v=3AtDnEC4zak,Experimental,Electronic,Electronic
2193,2016,44,Let It Go,James Bay,https://www.youtube.com/watch?v=GsPq9mzFNGY,Experimental,Folk,Folk
2154,2016,5,Stressed Out,Twenty One Pilots,https://www.youtube.com/watch?v=pXRviuL6vMY,Jazz,Experimental,Jazz
2192,2016,43,One Call Away,Charlie Puth,https://www.youtube.com/watch?v=BxuY9FET9Y4,Experimental,Jazz,Jazz
2150,2016,1,Love Yourself,Justin Bieber,https://www.youtube.com/watch?v=oyEuk8j8imI,Experimental,Pop,Pop
2153,2016,4,Work,"Rihanna,Drake,",https://www.youtube.com/watch?v=HL1UzIK-flA,Experimental,Pop,Pop
2170,2016,21,Heathens,Twenty One Pilots,https://www.youtube.com/watch?v=UprcpdwuwCg,Experimental,Pop,Pop
2175,2016,26,Send My Love (To Your New Lover),Adele,https://www.youtube.com/watch?v=fk4BbF7B29w,Experimental,Pop,Pop
2196,2016,47,Let Me Love You,"DJ Snake,Justin Bieber,",https://www.youtube.com/watch?v=euCqAq6BRa4,Experimental,Pop,Pop
2184,2016,35,Don't,Bryson Tiller,https://www.youtube.com/watch?v=ZLCG6DJTNBs,Experimental,Rock,Rock
2209,2017,10,Congratulations,"Post Malone,Quavo,",https://www.youtube.com/watch?v=lXXFuh-AYWM,Experimental,Classical,Classical
2200,2017,1,Shape of You,Ed Sheeran,https://www.youtube.com/watch?v=JGwWNGJdvx8,Experimental,Electronic,Electronic
2201,2017,2,Despacito (Remix),"Luis Fonsi,Daddy Yankee,Justin Bieber,",https://www.youtube.com/watch?v=NStFsRzWu2Q,Electronic,Experimental,Electronic
2202,2017,3,That's What I Like,Bruno Mars,https://www.youtube.com/watch?v=PMivT7MJ41M,Electronic,Experimental,Electronic
2204,2017,5,Something Just Like This,"The Chainsmokers,Coldplay,",https://www.youtube.com/watch?v=FM7MFYoylVs,Experimental,Electronic,Electronic
2205,2017,6,Bad and Boujee,"Migos,Lil Uzi Vert,",https://www.youtube.com/watch?v=S-sJp1FfG7Q,Experimental,Electronic,Electronic
2206,2017,7,Closer,"The Chainsmokers,Halsey,",https://www.youtube.com/watch?v=PT2_F-1esPk,Electronic,Experimental,Electronic
2207,2017,8,Body Like a Back Road,Sam Hunt,https://www.youtube.com/watch?v=Mdh2p03cRfw,Experimental,Electronic,Electronic
2208,2017,9,Believer,Imagine Dragons,https://www.youtube.com/watch?v=7wtfhZwyrcc,Experimental,Electronic,Electronic
2210,2017,11,Say You Won't Let Go,James Arthur,https://www.youtube.com/watch?v=0yW7w8F2TVA,Experimental,Electronic,Electronic
2211,2017,12,I'm the One,"DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne,",https://www.youtube.com/watch?v=weeI1G46q0o,Experimental,Electronic,Electronic
2212,2017,13,XO Tour Llif3,Lil Uzi Vert,https://www.youtube.com/watch?v=WrsFXgQk5UI,Experimental,Electronic,Electronic
2213,2017,14,Mask Off,Future,https://www.youtube.com/watch?v=xvZqHgFz51I,Electronic,Experimental,Electronic
2214,2017,15,Unforgettable,"French Montana,Swae Lee,",https://www.youtube.com/watch?v=CTFtOOh47oo,Experimental,Electronic,Electronic
2215,2017,16,24K Magic,Bruno Mars,https://www.youtube.com/watch?v=UqyT8IEBkvY,Electronic,Experimental,Electronic
2216,2017,17,Stay,"Zedd,Alessia Cara,",https://www.youtube.com/watch?v=h--P8HzYZ74,Experimental,Electronic,Electronic
2217,2017,18,Wild Thoughts,"DJ Khaled,Rihanna,Bryson Tiller,",https://www.youtube.com/watch?v=fyaI4-5849w,Electronic,Hip-Hop,Electronic
2219,2017,20,Starboy,"The Weeknd,Daft Punk,",https://www.youtube.com/watch?v=34Na4j8AVgA,Experimental,Electronic,Electronic
2220,2017,21,Location,Khalid,https://www.youtube.com/watch?v=by3yRdlQvzs,Experimental,Electronic,Electronic
2222,2017,23,There's Nothing Holdin' Me Back,Shawn Mendes,https://www.youtube.com/watch?v=dT2owtxkU8k,Experimental,Electronic,Electronic
2223,2017,24,Bodak Yellow,Cardi B,https://www.youtube.com/watch?v=PEGccV-NOm8,Electronic,Experimental,Electronic
2225,2017,26,I Don't Wanna Live Forever,"Zayn,Taylor Swift,",https://www.youtube.com/watch?v=7F37r50VUTQ,Experimental,Electronic,Electronic
2226,2017,27,It Ain't Me,"Kygo,Selena Gomez,",https://www.youtube.com/watch?v=u3VTKvdAuIY,Experimental,Electronic,Electronic
2228,2017,29,Issues,Julia Michaels,https://www.youtube.com/watch?v=9Ke4480MicU,Experimental,Electronic,Electronic
2231,2017,32,Slow Hands,Niall Horan,https://www.youtube.com/watch?v=nBmNcLBaPUE,Experimental,Electronic,Electronic
2233,2017,34,I Feel It Coming,"The Weeknd,Daft Punk,",https://www.youtube.com/watch?v=qFLhGq0060w,Experimental,Electronic,Electronic
